dataset,symbol,date,rows,underlying_trades,duration_seconds,bin_seconds,agg_trade_rate_per_second,underlying_trade_rate_per_second,event_count_fano,event_count_acf1,buyer_maker_share,mean_price,price_return_std,total_base_volume,total_notional
binance_spot_daily_aggTrades,BTCUSDT,2024-01-15,1364603,1657611,86399.99699997902,1.0,15.794016752110899,19.185313166161365,200.27397884494434,0.342173026724099,0.6408559852206099,42695.42694626205,1.2634806986934897e-05,40269.893030000014,1718982911.1081018
binance_spot_daily_aggTrades,BTCUSDT,2024-04-15,2023628,2539048,86399.99900007248,1.0,23.421620641434295,29.387129969733795,80.15086255434396,0.3275590229714134,0.4894002257331881,64852.75491009712,1.1448632915380383e-05,52389.53068999998,3398072231.561224
binance_spot_daily_aggTrades,BTCUSDT,2024-07-15,2111883,2600425,86399.99900007248,1.0,24.443090560663414,30.097511922399658,240.79982539694936,0.3018013395288121,0.43314946898099943,62955.70841918795,1.0316265676695005e-05,38690.978200000005,2435540879.0289335
binance_spot_daily_aggTrades,ETHUSDT,2024-01-15,597417,789378,86399.9960000515,1.0,6.914548931224996,9.13631986741677,29.73023360523938,0.24065123999450827,0.4836655133683842,2521.071285818783,1.3531580267956757e-05,315247.88189999986,793871974.8716007
binance_spot_daily_aggTrades,ETHUSDT,2024-04-15,1213745,1540774,86399.99900007248,1.0,14.047974699617551,17.83303261379329,48.415902426784356,0.3296785009444307,0.4906351828431837,3156.535180849355,2.145189044987798e-05,605430.8863000002,1911310147.2306633
binance_spot_daily_aggTrades,ETHUSDT,2024-07-15,1136136,1617276,86399.63400006294,1.0,13.149777926133025,18.718551516072647,221.21473159073304,0.48220956321803515,0.4706364378912384,3369.241511614806,1.4527938475958515e-05,314296.8451999999,1058747637.2882663
binance_spot_daily_aggTrades,SOLUSDT,2024-01-15,218278,434916,86398.71199989319,1.0,2.526403402868666,5.033825041286931,12.239865870910057,0.2013389041018623,0.47040471325557315,95.184271662742,8.589659508637191e-05,3605978.31,343222588.9154999
binance_spot_daily_aggTrades,SOLUSDT,2024-04-15,742093,1498623,86399.17200016975,1.0,8.589121664250925,17.34533983725047,23.70923025753243,0.33705252138520647,0.4817495920322655,145.22189799661226,7.080775635669237e-05,9332424.740000002,1359049188.7721004
binance_spot_daily_aggTrades,SOLUSDT,2024-07-15,655238,1139996,86399.47500014305,1.0,7.583819230370499,13.194478322907779,97.03705564540549,0.2631286763512763,0.4543082055680531,153.536680213907,3.609007249684064e-05,3428848.522000001,526088294.3673701
